Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Adj Close
2016-01-04 00:00:00-05:00,40.765614885592974,41.18573851841876,40.182861332203885,40.86048126220703,21808700,0.0,0.0,0.0,40.86048126220703
2016-01-05 00:00:00-05:00,40.8333844333129,41.06377536136982,40.379380225477014,41.01634216308594,15529200,0.0,0.0,0.0,41.01634216308594
2016-01-06 00:00:00-05:00,40.047337320042,40.12865357377771,39.105446019380146,39.43748092651367,26962100,0.0,0.0,0.0,39.43748092651367
2016-01-07 00:00:00-05:00,38.67177977143382,39.559463053001814,38.31264193751587,38.47526931762695,28081900,0.0,0.0,0.0,38.47526931762695
2016-01-08 00:00:00-05:00,38.80051408838421,38.888605398596724,37.83829507729977,37.980594635009766,19227100,0.0,0.0,0.0,37.980594635009766
2016-01-11 00:00:00-05:00,38.136458343602925,38.18389154373851,36.69990445753484,37.16746139526367,28444700,0.0,0.0,0.0,37.16746139526367
2016-01-12 00:00:00-05:00,37.74343378756835,37.865405592004386,36.225563879539436,37.25554656982422,35594100,0.0,0.0,0.0,37.25554656982422
2016-01-13 00:00:00-05:00,37.70954873214872,37.98059514309154,35.96806578378773,36.361083984375,33958400,0.0,0.0,0.0,36.361083984375
2016-01-14 00:00:00-05:00,36.73378636316737,38.25843164472023,36.157810290769206,37.92639923095703,38074300,0.0,0.0,0.0,37.92639923095703
2016-01-15 00:00:00-05:00,36.34075542111796,37.18100263708806,36.13069232466807,36.82863998413086,36880200,0.0,0.0,0.0,36.82863998413086
2016-01-19 00:00:00-05:00,37.10647755276848,37.28266023588434,35.45986299851291,36.03583908081055,35872300,0.0,0.0,0.0,36.03583908081055
2016-01-20 00:00:00-05:00,35.32433072492941,35.608929879345375,33.83356623321903,35.080387115478516,51307400,0.0,0.0,0.0,35.080387115478516
2016-01-21 00:00:00-05:00,35.039733156205536,36.61181150987793,34.8093422292924,36.17136001586914,43670700,0.0,0.0,0.0,36.17136001586914
2016-01-22 00:00:00-05:00,37.492714245297236,38.02803205798184,36.89640794689616,37.770538330078125,38622500,0.0,0.0,0.0,37.770538330078125
2016-01-25 00:00:00-05:00,37.05227134577258,38.00094062397027,35.98163022938044,36.00873565673828,29120000,0.0,0.0,0.0,36.00873565673828
2016-01-26 00:00:00-05:00,36.65923975345387,37.4181759894894,36.18490783707551,37.37074279785156,25354900,0.0,0.0,0.0,37.37074279785156
2016-01-27 00:00:00-05:00,37.113239716534174,38.23131092476869,36.726996606518576,37.19455337524414,36494500,0.0,0.0,0.0,37.19455337524414
2016-01-28 00:00:00-05:00,38.60401506551662,38.75308971873496,37.56047956841148,38.32619094848633,38171900,0.0,0.0,0.0,38.32619094848633
2016-01-29 00:00:00-05:00,38.39395287195589,39.484921592819404,38.2787587013879,39.44426345825195,31498200,0.0,0.0,0.0,39.44426345825195
2016-02-01 00:00:00-05:00,38.78697204589844,39.07834628361616,38.21099346363801,38.78697204589844,27685100,0.0,0.0,0.0,38.78697204589844
2016-02-02 00:00:00-05:00,37.838314372666694,38.0144944980187,37.30299376172947,37.49272918701172,25231200,0.0,0.0,0.0,37.49272918701172
2016-02-03 00:00:00-05:00,38.03480738286626,38.86150193946744,36.66601481450149,38.82762145996094,36440700,0.0,0.0,0.0,38.82762145996094
2016-02-04 00:00:00-05:00,38.90894202416187,39.6407729188069,38.6243428439657,38.80730056762695,37056100,0.0,0.0,0.0,38.80730056762695
2016-02-05 00:00:00-05:00,38.28553122252049,38.4481611650762,37.58758342740671,37.906063079833984,30241000,0.0,0.0,0.0,37.906063079833984
2016-02-08 00:00:00-05:00,37.153897073409695,37.94671104556702,36.5914713653682,37.70954513549805,34806700,0.0,0.0,0.0,37.70954513549805
2016-02-09 00:00:00-05:00,37.14712156099551,37.60112822409348,36.212005404174,36.801536560058594,37411300,0.0,0.0,0.0,36.801536560058594
2016-02-10 00:00:00-05:00,36.69312776971865,37.48594200967634,36.25944875423676,36.652469635009766,30215800,0.0,0.0,0.0,36.652469635009766
2016-02-11 00:00:00-05:00,36.015502983243735,36.77443663732623,35.4869576409213,36.496612548828125,47986900,0.0,0.0,0.0,36.496612548828125
2016-02-12 00:00:00-05:00,36.998049992441494,37.62146172019249,36.66601764873132,37.458831787109375,25782000,0.0,0.0,0.0,37.458831787109375
2016-02-16 00:00:00-05:00,38.08902146154442,38.204218211392,37.28265455227244,37.83152770996094,33800200,0.0,0.0,0.0,37.83152770996094
2016-02-17 00:00:00-05:00,38.28553220815862,39.24097635986827,38.13645497238758,39.071571350097656,29280000,0.0,0.0,0.0,39.071571350097656
2016-02-18 00:00:00-05:00,39.40360130701096,39.46458720618699,38.393946439522196,38.58367919921875,28832300,0.0,0.0,0.0,38.58367919921875
2016-02-19 00:00:00-05:00,38.06868891857312,38.50914291912253,37.74343165343977,38.49559020996094,25128800,0.0,0.0,0.0,38.49559020996094
